Chromosome	Source	Feature	Start	End	Attributes
NC_003279.8	GetRepeats	repeat_copy	4291802	4291851	Parent=Repeat_4094;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4292064	ID=Repeat_4095
NC_003279.8	GetRepeats	repeat_copy	4282976	4283050	Parent=Repeat_4095;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291990	4292064	Parent=Repeat_4095;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4292346	ID=Repeat_4096
NC_003279.8	GetRepeats	repeat_copy	4282976	4283050	Parent=Repeat_4096;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292272	4292346	Parent=Repeat_4096;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4292440	ID=Repeat_4097
NC_003279.8	GetRepeats	repeat_copy	4282976	4283050	Parent=Repeat_4097;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292366	4292440	Parent=Repeat_4097;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4292628	ID=Repeat_4098
NC_003279.8	GetRepeats	repeat_copy	4282976	4283050	Parent=Repeat_4098;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292554	4292628	Parent=Repeat_4098;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4293261	ID=Repeat_4099
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4099;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293212	4293261	Parent=Repeat_4099;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4293355	ID=Repeat_4100
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4100;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293306	4293355	Parent=Repeat_4100;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4293542	ID=Repeat_4101
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4101;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293493	4293542	Parent=Repeat_4101;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4293729	ID=Repeat_4102
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4102;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293680	4293729	Parent=Repeat_4102;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4293916	ID=Repeat_4103
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4103;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293867	4293916	Parent=Repeat_4103;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4294009	ID=Repeat_4104
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4104;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293960	4294009	Parent=Repeat_4104;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4294102	ID=Repeat_4105
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4105;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4294053	4294102	Parent=Repeat_4105;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4294320	ID=Repeat_4106
NC_003279.8	GetRepeats	repeat_copy	4282976	4283150	Parent=Repeat_4106;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4294146	4294320	Parent=Repeat_4106;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4294289	ID=Repeat_4107
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4107;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4294240	4294289	Parent=Repeat_4107;Copy=2
NC_003279.8	GetRepeats	repeat_region	4282976	4294477	ID=Repeat_4108
NC_003279.8	GetRepeats	repeat_copy	4282976	4283025	Parent=Repeat_4108;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4294428	4294477	Parent=Repeat_4108;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4283313	ID=Repeat_4109
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4109;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4283189	4283313	Parent=Repeat_4109;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4283639	ID=Repeat_4110
NC_003279.8	GetRepeats	repeat_copy	4283001	4283075	Parent=Repeat_4110;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4283565	4283639	Parent=Repeat_4110;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4283733	ID=Repeat_4111
NC_003279.8	GetRepeats	repeat_copy	4283001	4283075	Parent=Repeat_4111;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4283659	4283733	Parent=Repeat_4111;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4283802	ID=Repeat_4112
NC_003279.8	GetRepeats	repeat_copy	4283001	4283050	Parent=Repeat_4112;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4283753	4283802	Parent=Repeat_4112;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4286151	ID=Repeat_4113
NC_003279.8	GetRepeats	repeat_copy	4283001	4283050	Parent=Repeat_4113;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4286102	4286151	Parent=Repeat_4113;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4286433	ID=Repeat_4114
NC_003279.8	GetRepeats	repeat_copy	4283001	4283050	Parent=Repeat_4114;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4286384	4286433	Parent=Repeat_4114;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4286977	ID=Repeat_4115
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4115;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4286853	4286977	Parent=Repeat_4115;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4287541	ID=Repeat_4116
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4116;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287417	4287541	Parent=Repeat_4116;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4287679	ID=Repeat_4117
NC_003279.8	GetRepeats	repeat_copy	4283001	4283075	Parent=Repeat_4117;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287605	4287679	Parent=Repeat_4117;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4287823	ID=Repeat_4118
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4118;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287699	4287823	Parent=Repeat_4118;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4287936	ID=Repeat_4119
NC_003279.8	GetRepeats	repeat_copy	4283001	4283050	Parent=Repeat_4119;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287887	4287936	Parent=Repeat_4119;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4290542	ID=Repeat_4120
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4120;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4290418	4290542	Parent=Repeat_4120;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4290680	ID=Repeat_4121
NC_003279.8	GetRepeats	repeat_copy	4283001	4283075	Parent=Repeat_4121;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4290606	4290680	Parent=Repeat_4121;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4290749	ID=Repeat_4122
NC_003279.8	GetRepeats	repeat_copy	4283001	4283050	Parent=Repeat_4122;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4290700	4290749	Parent=Repeat_4122;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4290893	ID=Repeat_4123
NC_003279.8	GetRepeats	repeat_copy	4283001	4283100	Parent=Repeat_4123;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4290794	4290893	Parent=Repeat_4123;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4291293	ID=Repeat_4124
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4124;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291169	4291293	Parent=Repeat_4124;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4291788	ID=Repeat_4125
NC_003279.8	GetRepeats	repeat_copy	4283001	4283150	Parent=Repeat_4125;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291639	4291788	Parent=Repeat_4125;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4292045	ID=Repeat_4126
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4126;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291921	4292045	Parent=Repeat_4126;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4292183	ID=Repeat_4127
NC_003279.8	GetRepeats	repeat_copy	4283001	4283075	Parent=Repeat_4127;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292109	4292183	Parent=Repeat_4127;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4292327	ID=Repeat_4128
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4128;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292203	4292327	Parent=Repeat_4128;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4292609	ID=Repeat_4129
NC_003279.8	GetRepeats	repeat_copy	4283001	4283125	Parent=Repeat_4129;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292485	4292609	Parent=Repeat_4129;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4292747	ID=Repeat_4130
NC_003279.8	GetRepeats	repeat_copy	4283001	4283075	Parent=Repeat_4130;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292673	4292747	Parent=Repeat_4130;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4292816	ID=Repeat_4131
NC_003279.8	GetRepeats	repeat_copy	4283001	4283050	Parent=Repeat_4131;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292767	4292816	Parent=Repeat_4131;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4292935	ID=Repeat_4132
NC_003279.8	GetRepeats	repeat_copy	4283001	4283075	Parent=Repeat_4132;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292861	4292935	Parent=Repeat_4132;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4293004	ID=Repeat_4133
NC_003279.8	GetRepeats	repeat_copy	4283001	4283050	Parent=Repeat_4133;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292955	4293004	Parent=Repeat_4133;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4293123	ID=Repeat_4134
NC_003279.8	GetRepeats	repeat_copy	4283001	4283075	Parent=Repeat_4134;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293049	4293123	Parent=Repeat_4134;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4294508	ID=Repeat_4135
NC_003279.8	GetRepeats	repeat_copy	4283001	4283150	Parent=Repeat_4135;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4294359	4294508	Parent=Repeat_4135;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283001	4294596	ID=Repeat_4136
NC_003279.8	GetRepeats	repeat_copy	4283001	4283050	Parent=Repeat_4136;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4294547	4294596	Parent=Repeat_4136;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4284441	ID=Repeat_4137
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4137;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4284367	4284441	Parent=Repeat_4137;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4284886	ID=Repeat_4138
NC_003279.8	GetRepeats	repeat_copy	4283051	4283100	Parent=Repeat_4138;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4284837	4284886	Parent=Repeat_4138;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4285030	ID=Repeat_4139
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4139;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4284931	4285030	Parent=Repeat_4139;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4285174	ID=Repeat_4140
NC_003279.8	GetRepeats	repeat_copy	4283051	4283200	Parent=Repeat_4140;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4285025	4285174	Parent=Repeat_4140;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4285287	ID=Repeat_4141
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4141;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4285213	4285287	Parent=Repeat_4141;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4285500	ID=Repeat_4142
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4142;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4285401	4285500	Parent=Repeat_4142;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4285594	ID=Repeat_4143
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4143;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4285495	4285594	Parent=Repeat_4143;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4285738	ID=Repeat_4144
NC_003279.8	GetRepeats	repeat_copy	4283051	4283200	Parent=Repeat_4144;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4285589	4285738	Parent=Repeat_4144;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4285851	ID=Repeat_4145
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4145;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4285777	4285851	Parent=Repeat_4145;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4286627	ID=Repeat_4146
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4146;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4286528	4286627	Parent=Repeat_4146;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4286696	ID=Repeat_4147
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4147;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4286622	4286696	Parent=Repeat_4147;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4287259	ID=Repeat_4148
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4148;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287185	4287259	Parent=Repeat_4148;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4288223	ID=Repeat_4149
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4149;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288124	4288223	Parent=Repeat_4149;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4288317	ID=Repeat_4150
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4150;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288218	4288317	Parent=Repeat_4150;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4288386	ID=Repeat_4151
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4151;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288312	4288386	Parent=Repeat_4151;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4288549	ID=Repeat_4152
NC_003279.8	GetRepeats	repeat_copy	4283051	4283100	Parent=Repeat_4152;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288500	4288549	Parent=Repeat_4152;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4288786	ID=Repeat_4153
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4153;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288687	4288786	Parent=Repeat_4153;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4288880	ID=Repeat_4154
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4154;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288781	4288880	Parent=Repeat_4154;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4288974	ID=Repeat_4155
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4155;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288875	4288974	Parent=Repeat_4155;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4289043	ID=Repeat_4156
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4156;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288969	4289043	Parent=Repeat_4156;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4289230	ID=Repeat_4157
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4157;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4289156	4289230	Parent=Repeat_4157;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4289417	ID=Repeat_4158
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4158;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4289343	4289417	Parent=Repeat_4158;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4289605	ID=Repeat_4159
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4159;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4289531	4289605	Parent=Repeat_4159;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4289817	ID=Repeat_4160
NC_003279.8	GetRepeats	repeat_copy	4283051	4283150	Parent=Repeat_4160;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4289718	4289817	Parent=Repeat_4160;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4289886	ID=Repeat_4161
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4161;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4289812	4289886	Parent=Repeat_4161;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4290073	ID=Repeat_4162
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4162;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4289999	4290073	Parent=Repeat_4162;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4290260	ID=Repeat_4163
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4163;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4290186	4290260	Parent=Repeat_4163;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4291105	ID=Repeat_4164
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4164;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291031	4291105	Parent=Repeat_4164;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4291481	ID=Repeat_4165
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4165;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291407	4291481	Parent=Repeat_4165;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4291857	ID=Repeat_4166
NC_003279.8	GetRepeats	repeat_copy	4283051	4283125	Parent=Repeat_4166;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291783	4291857	Parent=Repeat_4166;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283051	4293897	ID=Repeat_4167
NC_003279.8	GetRepeats	repeat_copy	4283051	4283100	Parent=Repeat_4167;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293848	4293897	Parent=Repeat_4167;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4283877	ID=Repeat_4168
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4168;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4283828	4283877	Parent=Repeat_4168;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4283971	ID=Repeat_4169
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4169;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4283922	4283971	Parent=Repeat_4169;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4284159	ID=Repeat_4170
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4170;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4284110	4284159	Parent=Repeat_4170;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4284253	ID=Repeat_4171
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4171;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4284204	4284253	Parent=Repeat_4171;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4284535	ID=Repeat_4172
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4172;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4284486	4284535	Parent=Repeat_4172;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4284723	ID=Repeat_4173
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4173;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4284674	4284723	Parent=Repeat_4173;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4284842	ID=Repeat_4174
NC_003279.8	GetRepeats	repeat_copy	4283076	4283150	Parent=Repeat_4174;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4284768	4284842	Parent=Repeat_4174;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4286063	ID=Repeat_4175
NC_003279.8	GetRepeats	repeat_copy	4283076	4283150	Parent=Repeat_4175;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4285989	4286063	Parent=Repeat_4175;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4286226	ID=Repeat_4176
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4176;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4286177	4286226	Parent=Repeat_4176;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4286533	ID=Repeat_4177
NC_003279.8	GetRepeats	repeat_copy	4283076	4283150	Parent=Repeat_4177;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4286459	4286533	Parent=Repeat_4177;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4286883	ID=Repeat_4178
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4178;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4286834	4286883	Parent=Repeat_4178;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4287190	ID=Repeat_4179
NC_003279.8	GetRepeats	repeat_copy	4283076	4283150	Parent=Repeat_4179;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287116	4287190	Parent=Repeat_4179;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4287353	ID=Repeat_4180
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4180;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287304	4287353	Parent=Repeat_4180;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4287447	ID=Repeat_4181
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4181;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287398	4287447	Parent=Repeat_4181;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4287635	ID=Repeat_4182
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4182;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4287586	4287635	Parent=Repeat_4182;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4288692	ID=Repeat_4183
NC_003279.8	GetRepeats	repeat_copy	4283076	4283150	Parent=Repeat_4183;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4288618	4288692	Parent=Repeat_4183;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4290636	ID=Repeat_4184
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4184;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4290587	4290636	Parent=Repeat_4184;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4290824	ID=Repeat_4185
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4185;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4290775	4290824	Parent=Repeat_4185;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4291036	ID=Repeat_4186
NC_003279.8	GetRepeats	repeat_copy	4283076	4283150	Parent=Repeat_4186;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4290962	4291036	Parent=Repeat_4186;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4291199	ID=Repeat_4187
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4187;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291150	4291199	Parent=Repeat_4187;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4291951	ID=Repeat_4188
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4188;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4291902	4291951	Parent=Repeat_4188;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4292139	ID=Repeat_4189
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4189;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292090	4292139	Parent=Repeat_4189;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4292421	ID=Repeat_4190
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4190;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292372	4292421	Parent=Repeat_4190;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4292515	ID=Repeat_4191
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4191;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292466	4292515	Parent=Repeat_4191;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4292703	ID=Repeat_4192
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4192;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292654	4292703	Parent=Repeat_4192;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4292891	ID=Repeat_4193
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4193;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4292842	4292891	Parent=Repeat_4193;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4293079	ID=Repeat_4194
NC_003279.8	GetRepeats	repeat_copy	4283076	4283125	Parent=Repeat_4194;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293030	4293079	Parent=Repeat_4194;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4293292	ID=Repeat_4195
NC_003279.8	GetRepeats	repeat_copy	4283076	4283150	Parent=Repeat_4195;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293218	4293292	Parent=Repeat_4195;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4293386	ID=Repeat_4196
NC_003279.8	GetRepeats	repeat_copy	4283076	4283150	Parent=Repeat_4196;Copy=1
NC_003279.8	GetRepeats	repeat_copy	4293312	4293386	Parent=Repeat_4196;Copy=2
NC_003279.8	GetRepeats	repeat_region	4283076	4293573	ID=Repeat_4197
