Chromosome,Start,End,Match_Start,Match_End
NC_003279.8,4281951,4282025,4290308,4290382
NC_003279.8,4281951,4282000,4290496,4290545
NC_003279.8,4281951,4282000,4290590,4290639
NC_003279.8,4281951,4282000,4290778,4290827
NC_003279.8,4281951,4282025,4290965,4291039
NC_003279.8,4281951,4282000,4291059,4291108
NC_003279.8,4281951,4282000,4291153,4291202
NC_003279.8,4281951,4282000,4291247,4291296
NC_003279.8,4281951,4282000,4291435,4291484
NC_003279.8,4281951,4282025,4291529,4291603
NC_003279.8,4281951,4282025,4291717,4291791
NC_003279.8,4281951,4282000,4291811,4291860
NC_003279.8,4281951,4282000,4291905,4291954
NC_003279.8,4281951,4282000,4291999,4292048
NC_003279.8,4281951,4282000,4292093,4292142
NC_003279.8,4281951,4282000,4292281,4292330
NC_003279.8,4281951,4282000,4292375,4292424
NC_003279.8,4281951,4282000,4292469,4292518
NC_003279.8,4281951,4282000,4292563,4292612
NC_003279.8,4281951,4282000,4292657,4292706
NC_003279.8,4281951,4282000,4292845,4292894
NC_003279.8,4281951,4282000,4293033,4293082
NC_003279.8,4281951,4282025,4293221,4293295
NC_003279.8,4281951,4282025,4293315,4293389
NC_003279.8,4281951,4282025,4293502,4293576
NC_003279.8,4281951,4282025,4293689,4293763
NC_003279.8,4281951,4282000,4294155,4294204
NC_003279.8,4281951,4282025,4294249,4294323
NC_003279.8,4281951,4282000,4294343,4294392
NC_003279.8,4281951,4282025,4294437,4294511
NC_003279.8,4281951,4282000,4294531,4294580
NC_003279.8,4281976,4282025,4287050,4287099
NC_003279.8,4281976,4282025,4288083,4288132
NC_003279.8,4281976,4282025,4288459,4288508
NC_003279.8,4281976,4282025,4291366,4291415
NC_003279.8,4281976,4282025,4293152,4293201
NC_003279.8,4282051,4282225,4282239,4282413
NC_003279.8,4282051,4282125,4282427,4282501
NC_003279.8,4282051,4282700,4282709,4283358
NC_003279.8,4282051,4282225,4282897,4283071
NC_003279.8,4282051,4282125,4283085,4283159
NC_003279.8,4282051,4282125,4283461,4283535
NC_003279.8,4282051,4282100,4284777,4284826
NC_003279.8,4282051,4282100,4284965,4285014
NC_003279.8,4282051,4282125,4285059,4285133
NC_003279.8,4282051,4282100,4285153,4285202
NC_003279.8,4282051,4282100,4285341,4285390
NC_003279.8,4282051,4282100,4285435,4285484
NC_003279.8,4282051,4282100,4285529,4285578
NC_003279.8,4282051,4282125,4285623,4285697
NC_003279.8,4282051,4282100,4285717,4285766
NC_003279.8,4282051,4282100,4285811,4285860
NC_003279.8,4282051,4282100,4285998,4286047
NC_003279.8,4282051,4282100,4286468,4286517
NC_003279.8,4282051,4282100,4286562,4286611
NC_003279.8,4282051,4282100,4287125,4287174
NC_003279.8,4282051,4282100,4287219,4287268
NC_003279.8,4282051,4282100,4287313,4287362
NC_003279.8,4282051,4282100,4288158,4288207
NC_003279.8,4282051,4282100,4288252,4288301
NC_003279.8,4282051,4282100,4288627,4288676
NC_003279.8,4282051,4282100,4288721,4288770
NC_003279.8,4282051,4282100,4288815,4288864
NC_003279.8,4282051,4282100,4288909,4288958
NC_003279.8,4282051,4282100,4289752,4289801
NC_003279.8,4282051,4282100,4290314,4290363
NC_003279.8,4282051,4282100,4290971,4291020
NC_003279.8,4282051,4282100,4291535,4291584
NC_003279.8,4282051,4282100,4291723,4291772
NC_003279.8,4282051,4282100,4291817,4291866
NC_003279.8,4282051,4282100,4293227,4293276
NC_003279.8,4282051,4282100,4293321,4293370
NC_003279.8,4282051,4282100,4293508,4293557
NC_003279.8,4282051,4282100,4293695,4293744
NC_003279.8,4282051,4282100,4294255,4294304
NC_003279.8,4282051,4282100,4294443,4294492
NC_003279.8,4282126,4282175,4282408,4282457
NC_003279.8,4282126,4282400,4282596,4282870
NC_003279.8,4282126,4282175,4283066,4283115
NC_003279.8,4282126,4282225,4283254,4283353
NC_003279.8,4282126,4282225,4283348,4283447
NC_003279.8,4282126,4282175,4283442,4283491
NC_003279.8,4282126,4282200,4283818,4283892
NC_003279.8,4282126,4282175,4283912,4283961
NC_003279.8,4282126,4282175,4284006,4284055
NC_003279.8,4282126,4282200,4284100,4284174
NC_003279.8,4282126,4282200,4284194,4284268
NC_003279.8,4282126,4282175,4284288,4284337
NC_003279.8,4282126,4282200,4284382,4284456
NC_003279.8,4282126,4282225,4284476,4284575
NC_003279.8,4282126,4282200,4284570,4284644
NC_003279.8,4282126,4282175,4284664,4284713
NC_003279.8,4282126,4282175,4284758,4284807
NC_003279.8,4282126,4282175,4284852,4284901
NC_003279.8,4282126,4282175,4284946,4284995
NC_003279.8,4282126,4282175,4285040,4285089
NC_003279.8,4282126,4282225,4285228,4285327
NC_003279.8,4282126,4282175,4285322,4285371
NC_003279.8,4282126,4282175,4285416,4285465
NC_003279.8,4282126,4282175,4285510,4285559
NC_003279.8,4282126,4282175,4285604,4285653
NC_003279.8,4282126,4282175,4285792,4285841
NC_003279.8,4282126,4282175,4285979,4286028
NC_003279.8,4282126,4282200,4286167,4286241
NC_003279.8,4282126,4282175,4286449,4286498
NC_003279.8,4282126,4282175,4286543,4286592
NC_003279.8,4282126,4282225,4286637,4286736
NC_003279.8,4282126,4282225,4286918,4287017
NC_003279.8,4282126,4282175,4287106,4287155
NC_003279.8,4282126,4282175,4287200,4287249
NC_003279.8,4282126,4282175,4287294,4287343
NC_003279.8,4282126,4282225,4287482,4287581
NC_003279.8,4282126,4282275,4287764,4287913
NC_003279.8,4282126,4282175,4288139,4288188
NC_003279.8,4282126,4282175,4288233,4288282
NC_003279.8,4282126,4282225,4288327,4288426
NC_003279.8,4282126,4282175,4288515,4288564
NC_003279.8,4282126,4282175,4288608,4288657
NC_003279.8,4282126,4282175,4288702,4288751
NC_003279.8,4282126,4282175,4288796,4288845
NC_003279.8,4282126,4282175,4288890,4288939
NC_003279.8,4282126,4282225,4288984,4289083
NC_003279.8,4282126,4282225,4289171,4289270
NC_003279.8,4282126,4282225,4289358,4289457
NC_003279.8,4282126,4282225,4289546,4289645
NC_003279.8,4282126,4282175,4289733,4289782
NC_003279.8,4282126,4282225,4289827,4289926
NC_003279.8,4282126,4282225,4290014,4290113
NC_003279.8,4282126,4282225,4290201,4290300
NC_003279.8,4282126,4282175,4290295,4290344
NC_003279.8,4282126,4282225,4290483,4290582
NC_003279.8,4282126,4282175,4290859,4290908
NC_003279.8,4282126,4282175,4290952,4291001
NC_003279.8,4282126,4282225,4291046,4291145
NC_003279.8,4282126,4282225,4291234,4291333
NC_003279.8,4282126,4282225,4291422,4291521
NC_003279.8,4282126,4282175,4291516,4291565
NC_003279.8,4282126,4282175,4291704,4291753
NC_003279.8,4282126,4282175,4291798,4291847
NC_003279.8,4282126,4282225,4291986,4292085
NC_003279.8,4282126,4282200,4292268,4292342
NC_003279.8,4282126,4282225,4292362,4292461
NC_003279.8,4282126,4282225,4292550,4292649
NC_003279.8,4282126,4282175,4293208,4293257
NC_003279.8,4282126,4282175,4293302,4293351
NC_003279.8,4282126,4282175,4293489,4293538
NC_003279.8,4282126,4282175,4293676,4293725
NC_003279.8,4282126,4282175,4293863,4293912
NC_003279.8,4282126,4282175,4293956,4294005
NC_003279.8,4282126,4282175,4294049,4294098
NC_003279.8,4282126,4282225,4294142,4294241
NC_003279.8,4282126,4282175,4294236,4294285
NC_003279.8,4282126,4282175,4294424,4294473
NC_003279.8,4282151,4282225,4282527,4282601
NC_003279.8,4282151,4282225,4283185,4283259
NC_003279.8,4282151,4282275,4283561,4283685
NC_003279.8,4282151,4282275,4283655,4283779
NC_003279.8,4282151,4282200,4283749,4283798
NC_003279.8,4282151,4282200,4286098,4286147
NC_003279.8,4282151,4282200,4286380,4286429
NC_003279.8,4282151,4282225,4286849,4286923
NC_003279.8,4282151,4282225,4287413,4287487
NC_003279.8,4282151,4282225,4287601,4287675
NC_003279.8,4282151,4282225,4287695,4287769
NC_003279.8,4282151,4282225,4287883,4287957
NC_003279.8,4282151,4282225,4290414,4290488
NC_003279.8,4282151,4282225,4290602,4290676
NC_003279.8,4282151,4282225,4290696,4290770
NC_003279.8,4282151,4282225,4290790,4290864
NC_003279.8,4282151,4282225,4291165,4291239
NC_003279.8,4282151,4282225,4291635,4291709
NC_003279.8,4282151,4282225,4291917,4291991
NC_003279.8,4282151,4282225,4292105,4292179
NC_003279.8,4282151,4282225,4292199,4292273
NC_003279.8,4282151,4282225,4292481,4292555
NC_003279.8,4282151,4282225,4292669,4292743
NC_003279.8,4282151,4282225,4292763,4292837
NC_003279.8,4282151,4282225,4292857,4292931
NC_003279.8,4282151,4282225,4292951,4293025
NC_003279.8,4282151,4282225,4293045,4293119
NC_003279.8,4282151,4282225,4294355,4294429
NC_003279.8,4282151,4282200,4294543,4294592
NC_003279.8,4282201,4282275,4286054,4286128
NC_003279.8,4282226,4282275,4282508,4282557
NC_003279.8,4282226,4282275,4283166,4283215
NC_003279.8,4282226,4282275,4283542,4283591
NC_003279.8,4282226,4282300,4285140,4285214
NC_003279.8,4282226,4282300,4285704,4285778
NC_003279.8,4282251,4282325,4282439,4282513
NC_003279.8,4282251,4282325,4283097,4283171
NC_003279.8,4282251,4282325,4283473,4283547
NC_003279.8,4282251,4282300,4284789,4284838
NC_003279.8,4282251,4282300,4284977,4285026
NC_003279.8,4282251,4282325,4285071,4285145
NC_003279.8,4282251,4282300,4285353,4285402
NC_003279.8,4282251,4282300,4285447,4285496
NC_003279.8,4282251,4282300,4285541,4285590
NC_003279.8,4282251,4282325,4285635,4285709
NC_003279.8,4282251,4282300,4286010,4286059
NC_003279.8,4282251,4282300,4286480,4286529
NC_003279.8,4282251,4282300,4286574,4286623
NC_003279.8,4282251,4282300,4287043,4287092
NC_003279.8,4282251,4282300,4287137,4287186
NC_003279.8,4282251,4282300,4288076,4288125
NC_003279.8,4282251,4282300,4288170,4288219
NC_003279.8,4282251,4282300,4288264,4288313
NC_003279.8,4282251,4282300,4288452,4288501
NC_003279.8,4282251,4282300,4288639,4288688
NC_003279.8,4282251,4282300,4288733,4288782
NC_003279.8,4282251,4282300,4288827,4288876
NC_003279.8,4282251,4282300,4288921,4288970
NC_003279.8,4282251,4282300,4289764,4289813
NC_003279.8,4282251,4282300,4290326,4290375
NC_003279.8,4282251,4282300,4290983,4291032
NC_003279.8,4282251,4282300,4291359,4291408
NC_003279.8,4282251,4282300,4291547,4291596
NC_003279.8,4282251,4282300,4291735,4291784
NC_003279.8,4282251,4282300,4293145,4293194
NC_003279.8,4282251,4282300,4293239,4293288
NC_003279.8,4282251,4282300,4293333,4293382
NC_003279.8,4282251,4282300,4293520,4293569
NC_003279.8,4282251,4282300,4293707,4293756
NC_003279.8,4282251,4282300,4294267,4294316
NC_003279.8,4282251,4282300,4294455,4294504
NC_003279.8,4282326,4282375,4282420,4282469
NC_003279.8,4282326,4282400,4282608,4282682
NC_003279.8,4282326,4282375,4283078,4283127
NC_003279.8,4282326,4282450,4283266,4283390
NC_003279.8,4282326,4282600,4283360,4283634
NC_003279.8,4282326,4282375,4283454,4283503
NC_003279.8,4282326,4282400,4283830,4283904
NC_003279.8,4282326,4282375,4283924,4283973
NC_003279.8,4282326,4282400,4284112,4284186
NC_003279.8,4282326,4282400,4284206,4284280
NC_003279.8,4282326,4282400,4284394,4284468
NC_003279.8,4282326,4282450,4284488,4284612
NC_003279.8,4282326,4282400,4284582,4284656
NC_003279.8,4282326,4282375,4284676,4284725
NC_003279.8,4282326,4282375,4284770,4284819
NC_003279.8,4282326,4282375,4284958,4285007
NC_003279.8,4282326,4282375,4285052,4285101
NC_003279.8,4282326,4282500,4285240,4285414
NC_003279.8,4282326,4282375,4285334,4285383
NC_003279.8,4282326,4282375,4285428,4285477
NC_003279.8,4282326,4282375,4285522,4285571
NC_003279.8,4282326,4282375,4285616,4285665
NC_003279.8,4282326,4282375,4285804,4285853
NC_003279.8,4282326,4282375,4285991,4286040
NC_003279.8,4282326,4282400,4286179,4286253
NC_003279.8,4282326,4282375,4286461,4286510
NC_003279.8,4282326,4282375,4286555,4286604
NC_003279.8,4282326,4282400,4286649,4286723
NC_003279.8,4282326,4282450,4286836,4286960
NC_003279.8,4282326,4282425,4286930,4287029
NC_003279.8,4282326,4282375,4287118,4287167
NC_003279.8,4282326,4282375,4287212,4287261
NC_003279.8,4282326,4282375,4287306,4287355
NC_003279.8,4282326,4282450,4287400,4287524
NC_003279.8,4282326,4282400,4287494,4287568
NC_003279.8,4282326,4282425,4287588,4287687
NC_003279.8,4282326,4282400,4287776,4287850
NC_003279.8,4282326,4282375,4288151,4288200
NC_003279.8,4282326,4282375,4288245,4288294
NC_003279.8,4282326,4282425,4288339,4288438
NC_003279.8,4282326,4282375,4288620,4288669
NC_003279.8,4282326,4282375,4288714,4288763
NC_003279.8,4282326,4282375,4288808,4288857
NC_003279.8,4282326,4282375,4288902,4288951
NC_003279.8,4282326,4282425,4288996,4289095
NC_003279.8,4282326,4282425,4289183,4289282
NC_003279.8,4282326,4282425,4289370,4289469
NC_003279.8,4282326,4282425,4289558,4289657
NC_003279.8,4282326,4282375,4289745,4289794
NC_003279.8,4282326,4282425,4289839,4289938
NC_003279.8,4282326,4282425,4290026,4290125
NC_003279.8,4282326,4282475,4290213,4290362
NC_003279.8,4282326,4282375,4290307,4290356
NC_003279.8,4282326,4282400,4290495,4290569
NC_003279.8,4282326,4282425,4290589,4290688
NC_003279.8,4282326,4282450,4290777,4290901
NC_003279.8,4282326,4282375,4290964,4291013
NC_003279.8,4282326,4282400,4291058,4291132
NC_003279.8,4282326,4282450,4291152,4291276
NC_003279.8,4282326,4282425,4291246,4291345
NC_003279.8,4282326,4282475,4291434,4291583
NC_003279.8,4282326,4282375,4291528,4291577
NC_003279.8,4282326,4282375,4291716,4291765
NC_003279.8,4282326,4282375,4291810,4291859
NC_003279.8,4282326,4282450,4291904,4292028
NC_003279.8,4282326,4282400,4291998,4292072
NC_003279.8,4282326,4282425,4292092,4292191
NC_003279.8,4282326,4282400,4292280,4292354
NC_003279.8,4282326,4282400,4292374,4292448
NC_003279.8,4282326,4282450,4292468,4292592
NC_003279.8,4282326,4282400,4292562,4292636
NC_003279.8,4282326,4282425,4292656,4292755
NC_003279.8,4282326,4282425,4292844,4292943
NC_003279.8,4282326,4282425,4293032,4293131
NC_003279.8,4282326,4282375,4293220,4293269
NC_003279.8,4282326,4282375,4293314,4293363
NC_003279.8,4282326,4282375,4293501,4293550
NC_003279.8,4282326,4282375,4293688,4293737
NC_003279.8,4282326,4282475,4294154,4294303
NC_003279.8,4282326,4282375,4294248,4294297
NC_003279.8,4282326,4282375,4294436,4294485
NC_003279.8,4282351,4282450,4282539,4282638
NC_003279.8,4282351,4282450,4283197,4283296
NC_003279.8,4282351,4282400,4283573,4283622
NC_003279.8,4282351,4282400,4283667,4283716
NC_003279.8,4282351,4282400,4283761,4283810
NC_003279.8,4282351,4282400,4286110,4286159
NC_003279.8,4282351,4282400,4286298,4286347
NC_003279.8,4282351,4282400,4286392,4286441
NC_003279.8,4282351,4282450,4287707,4287806
NC_003279.8,4282351,4282400,4287895,4287944
NC_003279.8,4282351,4282450,4290426,4290525
NC_003279.8,4282351,4282400,4290708,4290757
NC_003279.8,4282351,4282500,4291647,4291796
NC_003279.8,4282351,4282450,4292211,4292310
NC_003279.8,4282351,4282400,4292775,4292824
NC_003279.8,4282351,4282400,4292963,4293012
NC_003279.8,4282351,4282475,4294367,4294491
NC_003279.8,4282376,4282450,4284350,4284424
NC_003279.8,4282401,4282450,4284845,4284894
NC_003279.8,4282401,4282500,4284939,4285038
NC_003279.8,4282401,4282550,4285033,4285182
NC_003279.8,4282401,4282450,4285221,4285270
NC_003279.8,4282401,4282500,4285409,4285508
NC_003279.8,4282401,4282500,4285503,4285602
NC_003279.8,4282401,4282550,4285597,4285746
NC_003279.8,4282401,4282475,4285785,4285859
NC_003279.8,4282401,4282500,4285972,4286071
NC_003279.8,4282401,4282500,4286536,4286635
NC_003279.8,4282401,4282450,4286630,4286679
NC_003279.8,4282401,4282475,4287193,4287267
NC_003279.8,4282401,4282500,4288132,4288231
NC_003279.8,4282401,4282500,4288226,4288325
NC_003279.8,4282401,4282450,4288320,4288369
NC_003279.8,4282401,4282450,4288508,4288557
NC_003279.8,4282401,4282500,4288695,4288794
NC_003279.8,4282401,4282500,4288789,4288888
NC_003279.8,4282401,4282500,4288883,4288982
NC_003279.8,4282401,4282450,4288977,4289026
NC_003279.8,4282401,4282450,4289164,4289213
NC_003279.8,4282401,4282450,4289351,4289400
NC_003279.8,4282401,4282450,4289539,4289588
NC_003279.8,4282401,4282500,4289726,4289825
NC_003279.8,4282401,4282450,4289820,4289869
NC_003279.8,4282401,4282450,4290007,4290056
NC_003279.8,4282401,4282450,4290194,4290243
NC_003279.8,4282401,4282450,4291039,4291088
NC_003279.8,4282401,4282450,4291415,4291464
NC_003279.8,4282401,4282475,4291791,4291865
NC_003279.8,4282401,4282500,4293482,4293581
NC_003279.8,4282401,4282500,4293669,4293768
NC_003279.8,4282401,4282450,4293856,4293905
NC_003279.8,4282426,4282500,4282708,4282782
NC_003279.8,4282426,4282500,4282896,4282970
NC_003279.8,4282426,4282500,4284776,4284850
NC_003279.8,4282426,4282500,4285152,4285226
NC_003279.8,4282426,4282500,4285716,4285790
NC_003279.8,4282426,4282500,4286467,4286541
NC_003279.8,4282426,4282500,4287124,4287198
NC_003279.8,4282426,4282475,4287312,4287361
NC_003279.8,4282426,4282500,4288626,4288700
NC_003279.8,4282426,4282500,4290970,4291044
NC_003279.8,4282426,4282475,4293226,4293275
NC_003279.8,4282426,4282500,4293320,4293394
NC_003279.8,4282451,4282500,4288088,4288137
NC_003279.8,4282451,4282500,4288464,4288513
NC_003279.8,4282451,4282500,4289495,4289544
NC_003279.8,4282451,4282500,4291371,4291420
NC_003279.8,4282526,4282600,4282620,4282694
NC_003279.8,4282526,4282600,4282808,4282882
NC_003279.8,4282526,4282650,4282996,4283120
NC_003279.8,4282526,4282700,4283278,4283452
NC_003279.8,4282526,4282650,4283372,4283496
NC_003279.8,4282526,4282600,4283654,4283728
NC_003279.8,4282526,4282575,4283748,4283797
NC_003279.8,4282526,4282575,4283842,4283891
NC_003279.8,4282526,4282575,4284124,4284173
NC_003279.8,4282526,4282575,4284218,4284267
NC_003279.8,4282526,4282575,4284406,4284455
NC_003279.8,4282526,4282675,4284500,4284649
NC_003279.8,4282526,4282575,4284594,4284643
NC_003279.8,4282526,4282650,4285252,4285376
NC_003279.8,4282526,4282575,4286097,4286146
NC_003279.8,4282526,4282575,4286191,4286240
NC_003279.8,4282526,4282575,4286379,4286428
NC_003279.8,4282526,4282600,4286661,4286735
NC_003279.8,4282526,4282700,4286848,4287022
NC_003279.8,4282526,4282600,4286942,4287016
NC_003279.8,4282526,4282675,4287412,4287561
NC_003279.8,4282526,4282600,4287506,4287580
NC_003279.8,4282526,4282600,4287600,4287674
NC_003279.8,4282526,4282750,4287694,4287918
NC_003279.8,4282526,4282600,4287788,4287862
NC_003279.8,4282526,4282600,4287882,4287956
NC_003279.8,4282526,4282600,4288351,4288425
NC_003279.8,4282526,4282625,4289008,4289107
NC_003279.8,4282526,4282625,4289195,4289294
NC_003279.8,4282526,4282625,4289382,4289481
NC_003279.8,4282526,4282625,4289570,4289669
NC_003279.8,4282526,4282625,4289851,4289950
NC_003279.8,4282526,4282625,4290038,4290137
NC_003279.8,4282526,4282650,4290225,4290349
NC_003279.8,4282526,4282675,4290413,4290562
NC_003279.8,4282526,4282600,4290507,4290581
NC_003279.8,4282526,4282600,4290601,4290675
NC_003279.8,4282526,4282600,4290695,4290769
NC_003279.8,4282526,4282650,4290789,4290913
NC_003279.8,4282526,4282600,4291070,4291144
NC_003279.8,4282526,4282700,4291164,4291338
NC_003279.8,4282526,4282600,4291258,4291332
NC_003279.8,4282526,4282650,4291446,4291570
NC_003279.8,4282526,4282650,4291634,4291758
NC_003279.8,4282526,4282675,4291916,4292065
NC_003279.8,4282526,4282600,4292010,4292084
NC_003279.8,4282526,4282600,4292104,4292178
NC_003279.8,4282526,4282675,4292198,4292347
NC_003279.8,4282526,4282575,4292292,4292341
NC_003279.8,4282526,4282600,4292386,4292460
NC_003279.8,4282526,4282675,4292480,4292629
NC_003279.8,4282526,4282600,4292574,4292648
NC_003279.8,4282526,4282600,4292668,4292742
NC_003279.8,4282526,4282600,4292762,4292836
NC_003279.8,4282526,4282600,4292856,4292930
NC_003279.8,4282526,4282600,4292950,4293024
NC_003279.8,4282526,4282600,4293044,4293118
NC_003279.8,4282526,4282650,4294166,4294290
NC_003279.8,4282526,4282650,4294354,4294478
NC_003279.8,4282526,4282575,4294542,4294591
NC_003279.8,4282576,4282675,4284362,4284461
NC_003279.8,4282576,4282625,4284832,4284881
NC_003279.8,4282576,4282650,4284926,4285000
NC_003279.8,4282576,4282650,4285020,4285094
NC_003279.8,4282576,4282700,4285208,4285332
NC_003279.8,4282576,4282650,4285396,4285470
NC_003279.8,4282576,4282650,4285490,4285564
NC_003279.8,4282576,4282650,4285584,4285658
NC_003279.8,4282576,4282650,4285772,4285846
NC_003279.8,4282576,4282650,4286523,4286597
NC_003279.8,4282576,4282675,4286617,4286716
NC_003279.8,4282576,4282650,4287180,4287254
NC_003279.8,4282576,4282650,4288119,4288193
NC_003279.8,4282576,4282650,4288213,4288287
NC_003279.8,4282576,4282700,4288307,4288431
NC_003279.8,4282576,4282650,4288495,4288569
NC_003279.8,4282576,4282650,4288682,4288756
NC_003279.8,4282576,4282650,4288776,4288850
NC_003279.8,4282576,4282650,4288870,4288944
NC_003279.8,4282576,4282700,4288964,4289088
NC_003279.8,4282576,4282700,4289151,4289275
NC_003279.8,4282576,4282700,4289338,4289462
NC_003279.8,4282576,4282700,4289526,4289650
NC_003279.8,4282576,4282650,4289713,4289787
NC_003279.8,4282576,4282700,4289807,4289931
NC_003279.8,4282576,4282700,4289994,4290118
NC_003279.8,4282576,4282700,4290181,4290305
NC_003279.8,4282576,4282675,4291026,4291125
NC_003279.8,4282576,4282700,4291402,4291526
NC_003279.8,4282576,4282650,4291778,4291852
NC_003279.8,4282576,4282650,4293843,4293917
NC_003279.8,4282601,4282875,4282789,4283063
NC_003279.8,4282601,4282700,4282977,4283076
NC_003279.8,4282601,4282675,4283823,4283897
NC_003279.8,4282601,4282650,4283917,4283966
NC_003279.8,4282601,4282675,4284105,4284179
NC_003279.8,4282601,4282675,4284199,4284273
NC_003279.8,4282601,4282650,4284293,4284342
NC_003279.8,4282601,4282700,4284481,4284580
NC_003279.8,4282601,4282650,4284669,4284718
NC_003279.8,4282601,4282650,4284763,4284812
NC_003279.8,4282601,4282650,4285984,4286033
NC_003279.8,4282601,4282675,4286172,4286246
NC_003279.8,4282601,4282650,4286454,4286503
NC_003279.8,4282601,4282650,4287111,4287160
NC_003279.8,4282601,4282650,4287299,4287348
NC_003279.8,4282601,4282650,4288613,4288662
NC_003279.8,4282601,4282650,4290957,4291006
NC_003279.8,4282601,4282675,4292367,4292441
NC_003279.8,4282601,4282650,4293213,4293262
NC_003279.8,4282601,4282650,4293307,4293356
NC_003279.8,4282601,4282650,4293494,4293543
NC_003279.8,4282601,4282650,4293681,4293730
NC_003279.8,4282601,4282650,4293961,4294010
NC_003279.8,4282601,4282650,4294054,4294103
NC_003279.8,4282601,4282700,4294147,4294246
NC_003279.8,4282626,4282700,4283190,4283264
NC_003279.8,4282626,4282750,4283566,4283690
NC_003279.8,4282626,4282750,4283660,4283784
NC_003279.8,4282626,4282675,4283754,4283803
NC_003279.8,4282626,4282675,4286103,4286152
NC_003279.8,4282626,4282675,4286385,4286434
NC_003279.8,4282626,4282700,4286854,4286928
NC_003279.8,4282626,4282700,4287418,4287492
NC_003279.8,4282626,4282700,4287606,4287680
NC_003279.8,4282626,4282700,4287700,4287774
NC_003279.8,4282626,4282675,4287888,4287937
NC_003279.8,4282626,4282700,4290419,4290493
NC_003279.8,4282626,4282700,4290607,4290681
NC_003279.8,4282626,4282675,4290701,4290750
NC_003279.8,4282626,4282700,4290795,4290869
NC_003279.8,4282626,4282700,4291170,4291244
NC_003279.8,4282626,4282700,4291640,4291714
NC_003279.8,4282626,4282700,4291922,4291996
NC_003279.8,4282626,4282700,4292110,4292184
NC_003279.8,4282626,4282700,4292204,4292278
NC_003279.8,4282626,4282700,4292486,4292560
NC_003279.8,4282626,4282700,4292674,4292748
NC_003279.8,4282626,4282675,4292768,4292817
NC_003279.8,4282626,4282700,4292862,4292936
NC_003279.8,4282626,4282675,4292956,4293005
NC_003279.8,4282626,4282700,4293050,4293124
NC_003279.8,4282626,4282700,4294360,4294434
NC_003279.8,4282626,4282675,4294548,4294597
NC_003279.8,4282676,4282750,4286059,4286133
NC_003279.8,4282701,4282750,4283171,4283220
NC_003279.8,4282701,4282750,4283547,4283596
NC_003279.8,4282701,4282775,4285145,4285219
NC_003279.8,4282701,4282775,4285709,4285783
NC_003279.8,4282726,4282775,4283102,4283151
NC_003279.8,4282726,4282775,4283478,4283527
NC_003279.8,4282726,4282775,4284794,4284843
NC_003279.8,4282726,4282775,4284982,4285031
NC_003279.8,4282726,4282775,4285076,4285125
NC_003279.8,4282726,4282775,4285358,4285407
NC_003279.8,4282726,4282775,4285452,4285501
NC_003279.8,4282726,4282775,4285546,4285595
NC_003279.8,4282726,4282775,4285640,4285689
NC_003279.8,4282726,4282775,4286015,4286064
NC_003279.8,4282726,4282775,4286485,4286534
NC_003279.8,4282726,4282775,4286579,4286628
NC_003279.8,4282726,4282775,4287048,4287097
NC_003279.8,4282726,4282775,4287142,4287191
NC_003279.8,4282726,4282775,4288081,4288130
NC_003279.8,4282726,4282775,4288175,4288224
NC_003279.8,4282726,4282775,4288269,4288318
NC_003279.8,4282726,4282775,4288457,4288506
NC_003279.8,4282726,4282775,4288644,4288693
NC_003279.8,4282726,4282775,4288738,4288787
NC_003279.8,4282726,4282775,4288832,4288881
NC_003279.8,4282726,4282775,4288926,4288975
NC_003279.8,4282726,4282775,4289769,4289818
NC_003279.8,4282726,4282775,4290331,4290380
NC_003279.8,4282726,4282775,4290988,4291037
NC_003279.8,4282726,4282775,4291364,4291413
NC_003279.8,4282726,4282775,4291552,4291601
NC_003279.8,4282726,4282775,4291740,4291789
NC_003279.8,4282726,4282775,4293150,4293199
NC_003279.8,4282726,4282775,4293244,4293293
NC_003279.8,4282726,4282775,4293338,4293387
NC_003279.8,4282726,4282775,4293525,4293574
NC_003279.8,4282726,4282775,4293712,4293761
NC_003279.8,4282726,4282775,4294272,4294321
NC_003279.8,4282726,4282775,4294460,4294509
NC_003279.8,4282801,4282875,4283177,4283251
NC_003279.8,4282801,4282875,4283271,4283345
NC_003279.8,4282801,4282875,4283365,4283439
NC_003279.8,4282801,4282925,4283553,4283677
NC_003279.8,4282801,4282925,4283647,4283771
NC_003279.8,4282801,4282850,4283741,4283790
NC_003279.8,4282801,4282850,4283835,4283884
NC_003279.8,4282801,4282850,4284117,4284166
NC_003279.8,4282801,4282850,4284211,4284260
NC_003279.8,4282801,4282850,4284399,4284448
NC_003279.8,4282801,4282875,4284493,4284567
NC_003279.8,4282801,4282850,4284587,4284636
NC_003279.8,4282801,4282875,4285245,4285319
NC_003279.8,4282801,4282850,4286090,4286139
NC_003279.8,4282801,4282850,4286184,4286233
NC_003279.8,4282801,4282875,4286654,4286728
NC_003279.8,4282801,4282875,4286841,4286915
NC_003279.8,4282801,4282875,4286935,4287009
NC_003279.8,4282801,4282875,4287405,4287479
NC_003279.8,4282801,4282875,4287499,4287573
NC_003279.8,4282801,4282875,4287593,4287667
NC_003279.8,4282801,4282925,4287781,4287905
NC_003279.8,4282801,4282875,4287875,4287949
NC_003279.8,4282801,4282875,4288344,4288418
NC_003279.8,4282801,4282875,4289001,4289075
NC_003279.8,4282801,4282875,4289188,4289262
